.y.,group1,group2,n1,n2,statistic,df,p,p.adj,p.adj.signif,sensor,effsize,magnitude
value,AMLP,AutoAI,3346,3346,-8.79821549006776,3345,2.19e-18,4.38e-18,****,ADCP_Sensor_4,-0.152100844863758,negligible
value,AMLP,observation,3346,3346,4.10740748688907,3345,4.1e-05,4.1e-05,****,ADCP_Sensor_4,0.0710075980363084,negligible
value,AMLP,SPATIAL,3346,3346,-40.8749920196494,3345,1.31e-296,7.86e-296,****,ADCP_Sensor_4,-0.706634297262498,moderate
value,AutoAI,observation,3346,3346,11.1866678752689,3345,1.51e-28,4.53e-28,****,ADCP_Sensor_4,0.193391675500501,negligible
value,AutoAI,SPATIAL,3346,3346,-34.5660250803077,3345,3.86e-224,1.93e-223,****,ADCP_Sensor_4,-0.597566816160828,moderate
value,observation,SPATIAL,3346,3346,-29.683149767159,3345,4.46e-172,1.78e-171,****,ADCP_Sensor_4,-0.51315316871917,moderate
value,AMLP,AutoAI,336,336,0.609773086256435,335,0.542,0.542,ns,ADCP_Sensor_4
value,AMLP,observation,336,336,4.87382216607871,335,1.69e-06,3.38e-06,****,ADCP_Sensor_4
value,AMLP,SPATIAL,336,336,-12.5040255600923,335,1.05e-29,5.25e-29,****,ADCP_Sensor_4
value,AutoAI,observation,336,336,6.41976896527158,335,4.67e-10,1.4e-09,****,ADCP_Sensor_4
value,AutoAI,SPATIAL,336,336,-13.2533354480043,335,1.59e-32,9.54e-32,****,ADCP_Sensor_4
value,observation,SPATIAL,336,336,-10.4130086327733,335,3.49e-22,1.4e-21,****,ADCP_Sensor_4
